"Country","Year","Income_per_person","Life_Expectancy","Total_Health_Spending_Per_Person","Government_Health_Spending_Per_Person","Breast_Cancer_Death","Cervical_Cancer_Death","Lung_Cancer_Death_Male","Lung_Cancer_Death_Female","Lung_Cancer_Death","Liver_Cancer_Death_Male","Liver_Cancer_Death_Female","Liver_Cancer_Death","Prostate_Cancer_Death","Stomach_Cancer_Death_Male","Stomach_Cancer_Death_Female","Stomach_Cancer_Death","Food_Supply","Improved_Water"
"Swaziland","1990",1320.353166,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2397.42,39
"Sweden","1990",23492.2496,77.6,NA,NA,17.79,2.38,23.65,9.74,33.39,2.52,1.57,4.09,21.07,8.5,4.46,12.96,2972.82,100
"Switzerland","1990",34208.11542,77.5,NA,NA,24.2,2.3,45.01,7.64,52.65,NA,NA,NA,22.9,9.74,4.03,13.77,3403.26,100
"Syria","1990",955.1431704,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2806.46,86
"Taiwan","1990",NA,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tajikistan","1990",426.070505,65.3,NA,NA,4.47,4.68,14.66,4.31,18.97,NA,NA,NA,2.69,31.06,12.81,43.87,NA,NA
"Tanzania","1990",304.6405527,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2121.22,55
"Thailand","1990",1390.520211,71,NA,NA,0.96,0.54,6.01,2.12,8.13,NA,NA,NA,0.23,1.06,0.6,1.66,2175.32,86
"Timor-Leste","1990",NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1836.83,NA
"Togo","1990",284.4284097,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010.09,49
"Tokelau","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"Tonga","1990",1493.743315,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Transnistria","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinidad and Tobago","1990",4911.863874,69.1,NA,NA,21.97,10.8,13.26,2.52,15.78,1.27,1.04,2.31,32.81,11.45,7.34,18.79,2631.25,88
"Tunisia","1990",1661.29315,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121.5,81
"Turkey","1990",3448.001406,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3634.18,85
"Turkmenistan","1990",1007.373699,63.9,NA,NA,8.63,4.71,NA,3.46,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA
"Turks and Caicos Islands","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Tuvalu","1990",1128.077582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"Uganda","1990",186.0518733,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2330.94,43
"Ukraine","1990",1386.597008,70,NA,NA,15.58,5.75,63.5,7.35,70.85,NA,NA,NA,6.8,30.89,12.6,43.49,NA,NA
"United Arab Emirates","1990",36597.66911,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3231.1,100
"United Kingdom","1990",20087.04974,75.7,NA,NA,28.09,4.26,57.43,20.96,78.39,1.25,0.43,1.68,16.68,12.29,5.05,17.34,3242,100
"United States","1990",28298.44695,75.4,NA,NA,22.31,2.62,55.95,25.09,81.04,1.75,0.63,2.38,17.04,4.98,2.36,7.34,3486.01,99
"Uruguay","1990",5253.942903,73,NA,NA,25.68,4.96,56.25,4.15,60.4,0.96,0.34,1.3,20.72,16.01,6.12,22.13,2508.82,96
"USSR","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3363.71,NA
"Uzbekistan","1990",684.7222036,67.8,NA,NA,7.74,3.35,20.3,5.39,25.69,NA,NA,NA,2.55,20.57,9.89,30.46,NA,90
"Wallis et Futuna","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vanuatu","1990",1327.356581,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2561.36,62
"Venezuela","1990",4823.487126,72.5,NA,NA,10.41,10.15,18.76,9.02,27.78,1.64,0.97,2.61,15.61,18.4,11.05,29.45,2386.73,90
"West Bank and Gaza","1990",NA,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Germany","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Western Sahara","1990",NA,57.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vietnam","1990",227.4878659,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2097.58,57
"Virgin Islands (U.S.)","1990",NA,74.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"North Yemen (former)","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Yemen (former)","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yemen","1990",464.8370435,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961.31,67
"Yugoslavia","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zambia","1990",387.292805,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2041.68,49
"Zimbabwe","1990",536.9977134,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022.13,79
"?land","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South Sudan","1990",NA,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Christian","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coastline","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cura?ao","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sint Maarten (Dutch part)","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Martin (French part)","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antarctica","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgin Islands, British","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawaiian Trade Zone","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U.S. Pacific Islands","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wake Island","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bonaire","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sark","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chinese Taipei","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Eustatius","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saba","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abkhazia","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanistan","1991",NA,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"Akrotiri and Dhekelia","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albania","1991",687.9918725,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388.87,97
"Algeria","1991",1766.660839,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2835.47,94
"American Samoa","1991",NA,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andorra","1991",15813.1016,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Angola","1991",357.3108475,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561.63,42
"Anguilla","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antigua and Barbuda","1991",9561.693169,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2557.14,NA
"Argentina","1991",6203.445662,72.7,NA,NA,21.31,4.78,39.35,6.26,45.61,5,3.38,8.38,13.77,11.6,4.89,16.49,3024.96,94
"Armenia","1991",708.8475432,69.7,NA,NA,14.73,6.23,48.04,5.66,53.7,NA,NA,NA,2.03,19.71,10.01,29.72,NA,NA
"Aruba","1991",18465.43608,73.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Australia","1991",17270.3287,77.4,NA,NA,21.06,2.75,41.18,13.6,54.78,1.97,0.55,2.52,17.87,6.99,3.24,10.23,3109.4,100
"Austria","1991",19655.36566,75.8,NA,NA,21.89,2.37,45.8,9.64,55.44,4.04,1,5.04,18.58,16.22,8.22,24.44,3558.53,100
"Azerbaijan","1991",1222.853772,65.3,NA,NA,8.25,1.44,28.04,4.87,32.91,NA,NA,NA,6.36,27.41,11.49,38.9,NA,70
"Bahamas","1991",18789.34949,68.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2606.63,NA
"Bahrain","1991",10201.11682,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bangladesh","1991",282.7790405,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968.13,77
"Barbados","1991",8197.554783,73.2,NA,NA,27.54,13.54,NA,NA,NA,NA,NA,NA,39.67,NA,10.08,NA,3046.86,100
"Belarus","1991",1392.177841,70.1,NA,NA,12.81,4.55,56.72,5.06,61.78,NA,NA,NA,6.81,37.17,16.33,53.5,NA,100
"Belgium","1991",19010.66574,76.2,NA,NA,NA,NA,71.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3573.78,100
"Belize","1991",2666.273839,71.2,NA,NA,2.12,8.16,3.53,NA,NA,NA,NA,NA,8.94,NA,NA,NA,2459.44,75
"Benin","1991",299.6481808,56.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2299.86,58
"Bermuda","1991",41873.28701,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2783.4,NA
"Bhutan","1991",484.5238057,61.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolivia","1991",896.1970646,62.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2057.15,71
"Bosnia and Herzegovina","1991",NA,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97
"Botswana","1991",2437.414831,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2275.63,93
"Brazil","1991",3347.811473,68.1,NA,NA,10.24,4.99,16.5,5.09,21.59,1.07,0.76,1.83,8.95,13.59,5.88,19.47,2780.23,89
"British Virgin Islands","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98
"Brunei","1991",19126.47888,73.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2667.01,NA
"Bulgaria","1991",1545.057904,71.3,NA,NA,15.87,3.99,40.39,7.03,47.42,NA,NA,NA,7.71,19.26,10.01,29.27,3044.96,100
"Burkina Faso","1991",177.1102681,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2441.99,43
"Burundi","1991",186.9548432,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1878.04,70
"Cambodia","1991",NA,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1877.6,31
"Cameroon","1991",622.2354314,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980.43,51
"Canada","1991",18893.80497,77.6,NA,NA,22.33,2.13,54.74,21.98,76.72,1.43,0.51,1.94,17.13,6.67,3.18,9.85,3038.62,100
"Cape Verde","1991",798.493307,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2248.11,NA
"Cayman Islands","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central African Republic","1991",269.3737568,48.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879.65,58
"Chad","1991",193.6350667,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1731.32,41
"Channel Islands","1991",NA,75.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chile","1991",3252.58105,74.1,NA,NA,12.72,11.65,23.43,6.13,29.56,2.21,1.11,3.32,14.27,33.59,11.92,45.51,2562.57,91
"China","1991",421.8891748,67,NA,NA,NA,NA,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2543.73,68
"Christmas Island","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cocos Island","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Colombia","1991",2332.361881,71.1,NA,NA,7.79,8.34,13.91,6.74,20.65,1.86,1.66,3.52,10.62,22.04,13.08,35.12,2399.79,89
"Comoros","1991",381.5793119,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909.28,88
"Congo, Dem. Rep.","1991",185.2920922,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2154.28,45
"Congo, Rep.","1991",1166.299382,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956.43,NA
"Cook Is","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94
"Costa Rica","1991",3121.370058,76.5,NA,NA,9.65,10.54,11.1,4.76,15.86,2.52,1.45,3.97,12.68,35.28,17.3,52.58,2847.65,93
"Cote d'Ivoire","1991",641.2072899,54.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2476.75,76
"Croatia","1991",NA,71.9,NA,NA,19.82,3.32,66.02,8.78,74.8,NA,NA,NA,14.42,24.85,9.58,34.43,NA,99
"Cuba","1991",2958.327672,74.8,NA,NA,14.77,5.21,36.59,13.13,49.72,NA,NA,NA,17.48,6.74,3.72,10.46,2733.8,83
"Cyprus","1991",10485.78175,76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3119.91,100
"Czech Republic","1991",4785.471991,72,NA,NA,21.97,5.92,75.43,10.49,85.92,4,1.63,5.63,14.63,17.4,8.26,25.66,NA,100
"Czechoslovakia","1991",NA,NA,NA,NA,21.01,5.58,72.66,9.44,82.1,4.57,2.04,6.61,13.81,17.91,7.97,25.88,3301.46,NA
"Denmark","1991",24348.01403,75.4,NA,NA,27.43,5.34,48.33,25.8,74.13,NA,NA,NA,18.32,7.04,4.49,11.53,3198.1,100
"Djibouti","1991",1086.232453,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1710.05,78
"Dominica","1991",4017.446672,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3010.18,NA
"Dominican Republic","1991",1831.221317,72.2,NA,NA,4.33,3.46,5.25,3.1,8.35,0.61,0.49,1.1,9.91,3,2.35,5.35,2170.37,88
"East Germany","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecuador","1991",1336.352827,71.4,NA,NA,6.08,6.18,7.25,2.92,10.17,2.48,1.7,4.18,11.01,23.99,14.6,38.59,2048.17,74
"Egypt","1991",1143.81312,65.4,NA,NA,NA,NA,NA,NA,NA,NA,2.65,NA,NA,NA,NA,NA,3082.59,94
"El Salvador","1991",1602.018937,68.1,NA,NA,2.29,5.59,2.6,2.09,4.69,0.07,0.05,0.12,4.27,12.21,8.43,20.64,2429.53,74
"Equatorial Guinea","1991",530.7192011,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eritrea","1991",NA,53.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
"Estonia","1991",NA,69.6,NA,NA,17.9,7.31,78.82,7.99,86.81,NA,NA,NA,13.43,26.68,13.73,40.41,NA,98
"Ethiopia","1991",114.8041785,46.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585.68,15
"Faeroe Islands","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Falkland Is (Malvinas)","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fiji","1991",1767.017449,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2646.7,84
"Finland","1991",18623.78039,75.4,NA,NA,15.98,1.76,44.45,6.86,51.31,3.54,2.2,5.74,17.06,12.01,6.14,18.15,3108.85,100
"France","1991",18836.73334,77.3,NA,NA,19.95,1.75,48.38,5.38,53.76,6.78,0.97,7.75,17.51,8.49,3.27,11.76,3540.26,100
"French Guiana","1991",NA,72.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"French Polynesia","1991",14388.88115,69.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2244.91,100
"Gabon","1991",4753.106746,59.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2597.87,NA
"Gambia","1991",583.3210365,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2472.31,76
"Georgia","1991",1329.958271,69.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"Germany","1991",20452.54296,75.6,NA,NA,22.35,3.36,48.44,8.35,56.79,2.29,0.84,3.13,16.42,14.24,7.62,21.86,3403.52,100
"Ghana","1991",226.2823318,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255.72,55
"Gibraltar","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greece","1991",9922.266946,77.1,NA,NA,14.95,1.53,49.97,7.1,57.07,NA,NA,NA,9.17,9.07,4.76,13.83,3535.33,97
"Greenland","1991",16123.91966,65.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Grenada","1991",3669.368601,70.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2463.5,NA
"Guadeloupe","1991",NA,74.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guam","1991",NA,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"Guatemala","1991",1463.048748,64,NA,NA,1.86,4.17,4.16,2.27,6.43,NA,NA,NA,3.96,12.82,13.14,25.96,2317.83,82
"Guernsey","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guinea","1991",344.3714559,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2402.93,53
"Guinea-Bissau","1991",188.5693961,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2302.52,37
"Guyana","1991",647.7405117,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2280.89,NA
"Haiti","1991",513.4382408,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741.07,59
"Holy See","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honduras","1991",1056.27818,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2277.6,77
"Hong Kong, China","1991",21410.58959,77.77,NA,NA,10.05,4.41,54.62,22.97,77.59,27.06,7.12,34.18,3.19,11.9,5.28,17.18,NA,NA
"Hungary","1991",3840.58311,69.2,NA,NA,23.48,6.4,80.22,15.92,96.14,8.62,3.8,12.42,15.44,23.46,10.03,33.49,3513.03,96
"Iceland","1991",26175.6408,78.4,NA,NA,21.1,4.59,35.35,22.31,57.66,2.87,0.9,3.77,20.62,22.06,6.6,28.66,3117.66,100
"India","1991",313.2745132,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315.54,71
"Indonesia","1991",634.2710005,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379.08,71
"Iran","1991",1411.532496,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2964.27,90
"Iraq","1991",NA,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"Ireland","1991",14263.78695,76.7,NA,NA,27.55,2.64,44.86,16.87,61.73,1.2,0.26,1.46,17.8,11.65,7.06,18.71,3595.61,100
"Isle of Man","1991",12360.94567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Israel","1991",15498.20512,76.5,NA,NA,25.97,1.33,27.04,8.12,35.16,2.78,1.23,4.01,9.25,8.83,6,14.83,3406.99,100
"Italy","1991",16843.63607,77,NA,NA,20.71,0.79,55.76,7.23,62.99,NA,NA,NA,10.98,16.31,7.63,23.94,3628.71,100
"Jamaica","1991",3290.136252,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2467.41,93
"Japan","1991",35265.24153,79.1,NA,NA,6.6,1.79,30.48,8.09,38.57,15.72,3.81,19.53,3.97,33.53,14.56,48.09,2911.41,100
"Jersey","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan","1991",1473.123449,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2881.05,97
"Kazakhstan","1991",1425.486538,67.6,NA,NA,11.71,NA,69.87,9.75,79.62,NA,NA,NA,5.51,37.5,16.02,53.52,NA,96
"Kenya","1991",441.7092364,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976.62,45
"Kiribati","1991",629.7709496,58.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2676.41,49
"North Korea","1991",NA,69.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2378.04,100
"South Korea","1991",7473.611029,72.2,NA,NA,2.99,1.74,28.68,6.47,35.15,19.84,4.96,24.8,0.81,45.54,18.63,64.17,2950.44,90
"United Korea (former)
","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kosovo","1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kuwait","1991",NA,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992.96,99
"Kyrgyz Republic","1991",424.5762424,65.9,NA,NA,8.74,7.83,36.29,5.41,41.7,NA,NA,NA,4.44,28.76,11.39,40.15,NA,78
"Lao","1991",229.959857,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.83,NA
"Latvia","1991",3435.705852,69.1,NA,NA,16.92,3.91,70.83,6.77,77.6,NA,NA,NA,11.56,29.45,13.8,43.25,NA,99
"Lebanon","1991",4129.431972,71.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3074.76,100
"Lesotho","1991",309.2657103,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385.78,80
"Liberia","1991",167.5149286,51.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2298.54,NA
"Libya","1991",NA,73.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3186.16,54
"Liechtenstein","1991",49118.48924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lithuania","1991",4040.370706,70.5,NA,NA,16.43,6.77,65.03,6.1,71.13,NA,NA,NA,12.19,27.25,12.08,39.33,NA,NA
"Luxembourg","1991",34811.59628,75.5,NA,NA,21.75,3.32,55.89,9.14,65.03,NA,NA,NA,15.66,10.11,3.78,13.89,NA,100
"Macao, China","1991",13158.10771,75.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia, FYR","1991",1918.851096,71.7,NA,NA,18.29,1.52,31.65,5.13,36.78,NA,NA,NA,5.14,23.18,11.5,34.68,NA,100
"Madagascar","1991",263.2905835,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2167.25,29
"Malawi","1991",141.0247834,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1909.3,43
"Malaysia","1991",2764.200613,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2677.76,89
"Maldives","1991",NA,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2426.65,93
"Mali","1991",186.9329547,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2175.87,30
